"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 3","key chain name-of-chain
Example:
Device(config)# key chain hsrp1","Enables authentication for routing protocols, identifies a group of authentication keys, and enters key-chain configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 4","key key-id
Example:
Device(config-keychain)# key 100","Identifies an authentication key on a key chain and enters key-chain key configuration mode. The value for the key-id argument must be a number."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 5","key-string string
Example:
Device(config-keychain-key)# key-string mno172","Specifies the authentication string for a key. The value for the string argument can be 1 to 80 uppercase or lowercase alphanumeric characters; the first character cannot be a numeral"
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 6","exit
Example:
Device(config-keychain-key)# exit","Returns to key-chain configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 7","exit
Example:
Device(config-keychain)# exit","Returns to global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 8","interface type number
Example:
Device(config)# interface GigabitEthernet 0/0/0","Configures an interface type and enters interface configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 9","ip address ip-address mask [ secondary ]
Example:
Device(config-if)# ip address 10.21.8.32 255.255.255.0","Specifies a primary or secondary IP address for an interface."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 10","standby [ group-number ] priority priority
Example:
Device(config-if)# standby 1 priority 110","Configures HSRP priority."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 11","standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
Example:
Device(config-if)# standby 1 preempt","Configures HSRP preemption."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 12","standby [ group-number ] authentication md5 key-chain key-chain-name
Example:
Device(config-if)# standby 1 authentication md5 key-chain hsrp1","Configures an authentication MD5 key chain for HSRP MD5 authentication. The key chain name must match the name specified in Step 3."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 13","standby [ group-number ] ip [ ip-address [ secondary ]]
Example:
Device(config-if)# standby 1 ip 10.21.8.12","Activates HSRP."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 14","Repeat Steps 1 through 12 on each device that will communicate.","—"
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 15","end
Example:
Device(config-if)# end","Returns to privileged EXEC mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP MD5 Authentication Using a Key Chain","1. enable
2. configure terminal
3. key chain name-of-chain
4. key key-id
5. key-string string
6. exit
7. exit
8. interface type number
9. ip address ip-address mask [ secondary ]
10. standby [ group-number ] priority priority
11. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
12. standby [ group-number ] authentication md5 key-chain key-chain-name
13. standby [ group-number ] ip [ ip-address [ secondary ]]
14. Repeat Steps 1 through 12 on each device that will communicate.
15. end
16. show standby","Step 16","show standby
Example:
Device# show standby","(Optional) Displays HSRP information. Use this command to verify your configuration. The key string or key chain will be displayed if configured."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Troubleshooting HSRP MD5 Authentication","1. enable
2. debug standby errors","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Troubleshooting HSRP MD5 Authentication","1. enable
2. debug standby errors","Step 2","debug standby errors
Example:
Device# debug standby errors","Displays error messages related to HSRP. Error messages will be displayed for each packet that fails to authenticate, so use this command with care."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 3","interface type number
Example:
Device(config)# interface GigabitEthernet 0/0/0","Configures an interface type and enters interface configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 4","ip address ip-address mask [ secondary ]
Example:
Device(config-if)# ip address 10.0.0.1 255.255.255.0","Specifies a primary or secondary IP address for an interface."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 5","standby [ group-number ] priority priority
Example:
Device(config-if)# standby 1 priority 110","Configures HSRP priority."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 6","standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
Example:
Device(config-if)# standby 1 preempt","Configures HSRP preemption."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 7","standby [ group-number ] authentication text string
Example:
Device(config-if)# standby 1 authentication text authentication1","Configures an authentication string for HSRP text authentication. The default string is cisco."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 8","standby [ group-number ] ip [ ip-address [ secondary ]]
Example:
Device(config-if)# standby 1 ip 10.0.0.3","Activates HSRP."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 9","Repeat Steps 1 through 8 on each device that will communicate.","--"
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 10","end
Example:
Device(config-if)# end","Returns to privileged EXEC mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP MD5 Authentication","Configuring HSRP Text Authentication","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } seconds ]
7. standby [ group-number ] authentication text string
8. standby [ group-number ] ip [ ip-address [ secondary ]]
9. Repeat Steps 1 through 8 on each device that will communicate.
10. end
11. show standby","Step 11","show standby
Example:
Device# show standby","(Optional) Displays HSRP information. Use this command to verify your configuration. The key string or key chain will be displayed if configured."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP Support for ICMP Redirects","Enabling HSRP Support for ICMP Redirect Messages","1. enable
2. configure terminal
3. interface type number
4. standby redirect [ timers advertisement holddown ] [ unknown ]
5. end
6. show standby redirect [ ip-address ] [ interface-type interface-number ] [ active ] [ passive ] [ timers ]","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP Support for ICMP Redirects","Enabling HSRP Support for ICMP Redirect Messages","1. enable
2. configure terminal
3. interface type number
4. standby redirect [ timers advertisement holddown ] [ unknown ]
5. end
6. show standby redirect [ ip-address ] [ interface-type interface-number ] [ active ] [ passive ] [ timers ]","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP Support for ICMP Redirects","Enabling HSRP Support for ICMP Redirect Messages","1. enable
2. configure terminal
3. interface type number
4. standby redirect [ timers advertisement holddown ] [ unknown ]
5. end
6. show standby redirect [ ip-address ] [ interface-type interface-number ] [ active ] [ passive ] [ timers ]","Step 3","interface type number
Example:
Device(config)# interface GigabitEthernet 0/0/0","Configures an interface type and enters interface configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP Support for ICMP Redirects","Enabling HSRP Support for ICMP Redirect Messages","1. enable
2. configure terminal
3. interface type number
4. standby redirect [ timers advertisement holddown ] [ unknown ]
5. end
6. show standby redirect [ ip-address ] [ interface-type interface-number ] [ active ] [ passive ] [ timers ]","Step 4","standby redirect [ timers advertisement holddown ] [ unknown ]
Example:
Device(config-if)# standby redirect","Enables HSRP filtering of ICMP redirect messages. You can also use this command in global configuration mode, which enables HSRP filtering of ICMP redirect messages on all interfaces configured for HSRP."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP Support for ICMP Redirects","Enabling HSRP Support for ICMP Redirect Messages","1. enable
2. configure terminal
3. interface type number
4. standby redirect [ timers advertisement holddown ] [ unknown ]
5. end
6. show standby redirect [ ip-address ] [ interface-type interface-number ] [ active ] [ passive ] [ timers ]","Step 5","end
Example:
Device(config-if)# end","Returns to privileged EXEC mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - HSRP Support for ICMP Redirects","Enabling HSRP Support for ICMP Redirect Messages","1. enable
2. configure terminal
3. interface type number
4. standby redirect [ timers advertisement holddown ] [ unknown ]
5. end
6. show standby redirect [ ip-address ] [ interface-type interface-number ] [ active ] [ passive ] [ timers ]","Step 6","show standby redirect [ ip-address ] [ interface-type interface-number ] [ active ] [ passive ] [ timers ]
Example:
Device# show standby redirect","(Optional) Displays ICMP redirect information on interfaces configured with HSRP."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 3","interface type number
Example:
Device(config)# interface GigabitEthernet 0/0/0","Configures an interface type and enters interface configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 4","ip address ip-address mask [ secondary ]
Example:
Device(config-if)# ip address 10.0.0.1 255.255.255.0","Specifies a primary or secondary IP address for an interface."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 5","standby [ group-number ] priority priority
Example:
Device(config-if)# standby 1 priority 110","Configures HSRP priority."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 6","standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
Example:
Device(config-if)# standby 1 preempt","Configures HSRP preemption."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 7","standby [ group-number ] ip [ ip-address ] secondary ]
Example:
Device(config-if)# standby 1 ip 10.0.0.3","Activates HSRP."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 8","On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.","For example, Device A can be configured as an active device for group 1 and be configured as an active or standby device for another HSRP group with different priority and preemption values."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 9","exit
Example:
Device(config-if)# exit","Exits to global configuration mode."
"Network Services Configuration Guide, Cisco IOS XE 17.x","First Hop Redundancy Protocols - FHRP - HSRP Multiple Group Optimization","Configuring Multiple HSRP Groups for Load Balancing","1. enable
2. configure terminal
3. interface type number
4. ip address ip-address mask [ secondary ]
5. standby [ group-number ] priority priority
6. standby [ group-number ] preempt [ delay { minimum | reload | sync } delay ]
7. standby [ group-number ] ip [ ip-address ] secondary ]
8. On the same device, repeat Steps 5 through 7 to configure the device attributes for different standby groups.
9. exit
10. Repeat Steps 3 through 9 on another device.","Step 10","Repeat Steps 3 through 9 on another device.","Configures multiple HSRP and enables load balancing on another device."
