"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring a Dynamic Rule Using a Route Map - Procedure","","Step 5","exit
Example:
Switch(config-ext-nacl)# exit
Switch(config)#","Exits ACL configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring a Dynamic Rule Using a Route Map - Procedure","","Step 6","route-map name { permit | deny | seq-num | ordering-seq }
Example:
Switch(config)# route-map RM2 permit 20
Switch(config-route-map)#","Associates ACL with a route map. name : Specifies the route map name. seq-num : Specifies sequence number to insert or delete from existing route map entry. The range is from 0 to 65535. ordering-seq : Specifies ordered sequence number to insert or delete from existing route map entry. permit : Permits set operations of the route map. deny : Denies set operations of the route map."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring a Dynamic Rule Using a Route Map - Procedure","","Step 7","match ip-address acl-name
Example:
Switch(config-route-map)# match ip address ACL2","Configures the specified ACL's policies to the route map."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring a Dynamic Rule Using a Route Map - Procedure","","Step 8","ip nat pool name start-ip end-ip netmask netmask | prefix-length prefix-length
Example:
Switch(config-route-map)# ip nat pool POOL1 5.5.5.5 5.5.5.30 prefix-length 24","Defines a pool of global addresses to be allocated as needed."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring a Dynamic Rule Using a Route Map - Procedure","","Step 9","ip nat inside source route-map name pool name
Example:
Switch(config-route-map)# ip nat inside source route-map RM1 pool POOL1","Establishes dynamic rule using route map."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Rate Limit - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Rate Limit - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Rate Limit - Procedure","","Step 3","ip nat translation max-entries { number | all-host number | all-vrf number | host ip-address number | list list name number | vrf name number }
Example:
Device(config)# ip nat translation max-entries 300","Configures the maximum number of NAT entries that are allowed from the specified source. The maximum number of allowed NAT entries is 2147483647, although a typical range for a NAT rate limit is 100 to 300 entries. When you configure a NAT rate limit for all VRF instances, each VRF instance is limited to the maximum number of NAT entries that you specify. When you configure a NAT rate limit for a specific VRF instance, you can specify a maximum number of NAT entries for the named VRF instance that is greater than or less than that allowed for all VRF instances."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Rate Limit - Procedure","","Step 4","end
Example:
Device(config)# end","Exits global configuration mode and returns to privileged EXEC mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Rate Limit - Procedure","","Step 5","show ip nat statistics
Example:
Device# show ip nat statistics","Optional) Displays current NAT usage information, including NAT rate limit settings. After setting a NAT rate limit, use the show ip nat statistics command to check NAT rate limit related statistics."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 1","enable
Example:
Switch> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 2","configure terminal
Example:
Switch# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 3","interface port-channel port-channel-number
Example:
Switch(config)# interface port-channel 10","Enters port-channel interface mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 4","ip address ip-address mask [secondary]
Example:
Switch(config-if)# ip address 10.114.11.39 255.255.255.0","Sets a primary IP address for an interface."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 5","ip nat inside
Example:
Switch(config-if)# ip nat inside","Connects the interface to the inside network, which is subject to NAT."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 6","interface port channel port-channel-number
Example:
Switch(config)# interface port-channel 11","Enters port-channel interface mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 7","ip address ip-address mask [secondary]
Example:
Switch(config-if)# ip address 172.31.232.182 255.255.255.240","Sets a primary IP address for an interface."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 8","ip nat outside
Example:
Switch(config-if)# ip nat outside","Connects the interface to the outside network."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Network Address Translation","Configuring Network Address Translation on Layer 3 Port Channel - Procedure","","Step 9","end
Example:
Switch(config-if)# end","Exits interface configuration mode and returns to privileged EXEC mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 3","fhrp version vrrp v3
Example:
Device(config)# fhrp version vrrp v3","Enables the ability to configure VRRPv3 and VRRS."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 4","interface type number
Example:
Device(config)# interface GigabitEthernet 0/0/0","Enters interface configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 5","vrrp group-id address-family { ipv4 | ipv6 }
Example:
Device(config-if)# vrrp 3 address-family ipv4","Creates a VRRP group and enters VRRP configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 6","address ip-address [ primary | secondary ]
Example:
Device(config-if-vrrp)# address 100.0.1.10 primary","Specifies a primary or secondary address for the VRRP group. Note VRRPv3 for IPv6 requires that a primary virtual link-local IPv6 address is configured to allow the group to operate. After the primary link-local IPv6 address is established on the group, you can add the secondary global addresses."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 7","description group-description
Example:
Device(config-if-vrrp)# description group 3","(Optional) Specifies a description for the VRRP group."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 8","match-address
Example:
Device(config-if-vrrp)# match-address","(Optional) Matches secondary address in the advertisement packet against the configured address. Note Secondary address matching is enabled by default."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 9","preempt delay minimum seconds
Example:
Device(config-if-vrrp)# preempt delay minimum 30","(Optional) Enables preemption of lower priority primary device with an optional delay. Note Preemption is enabled by default."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 10","priority priority-level
Example:
Device(config-if-vrrp)# priority 3","(Optional) Specifies the priority value of the VRRP group. The priority of a VRRP group is 100 by default."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 11","timers advertise interval
Example:
Device(config-if-vrrp)# timers advertise 1000","(Optional) Sets the advertisement timer in milliseconds. The advertisement timer is set to 1000 milliseconds by default."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 12","vrrpv2
Example:
Device(config-if-vrrp)# vrrpv2","(Optional) Enables support for VRRPv2 configured devices in compatibility mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 13","vrrs leader vrrs-leader-name
Example:
Device(config-if-vrrp)# vrrs leader leader-1","(Optional) Specifies a leader's name to be registered with VRRS and to be used by followers. Note A registered VRRS name is unavailable by default."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 14","shutdown
Example:
Device(config-if-vrrp)# shutdown","(Optional) Disables VRRP configuration for the VRRP group. Note VRRP configuration is enabled for a VRRP group by default."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Creating and Customizing a VRRP Group - Procedure","","Step 15","end
Example:
Device(config)# end","Returns to privileged EXEC mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Configuring the Delay Period Before FHRP Client Initialization - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Configuring the Delay Period Before FHRP Client Initialization - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Configuring the Delay Period Before FHRP Client Initialization - Procedure","","Step 3","fhrp version vrrp v3
Example:
Device(config)# fhrp version vrrp v3","Enables the ability to configure VRRPv3 and VRRS."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Configuring the Delay Period Before FHRP Client Initialization - Procedure","","Step 4","interface type number
Example:
Device(config)# interface GigabitEthernet 0/0/0","Enters interface configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Configuring the Delay Period Before FHRP Client Initialization - Procedure","","Step 5","fhrp delay {[ minimum ] [ reload ] seconds }
Example:
Device(config-if)# fhrp delay minimum 5","Specifies the delay period for the initialization of FHRP clients after an interface comes up. The range is 0-3600 seconds."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","VRRPv3 Protocol Support","Configuring the Delay Period Before FHRP Client Initialization - Procedure","","Step 6","end
Example:
Device(config)# end","Returns to privileged EXEC mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring WCCP - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring WCCP - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring WCCP - Procedure","","Step 3","ip wccp [ vrf vrf-name ] { web-cache | service-number } [ group-address multicast-address ] [ redirect-list access-list ] [ group-list access-list ] [ password password [ 0 | 7 ] ]
Example:
Device(config)# ip wccp web-cache password pwd","Specifies a web cache or dynamic service to enable on a device, specifies the IP multicast address used by the service group, specifies the access lists to use, specifies whether to use MD5 authentication, and enables the WCCP service. Note The password length must not exceed eight characters."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring WCCP - Procedure","","Step 4","interface type number
Example:
Device(config)# interface Gigabitethernet 0/0","Targets an interface number for which the web cache service will run, and enters interface configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring WCCP - Procedure","","Step 5","ip wccp [ vrf vrf-name ] { web-cache | service-number } redirect { in | out }
Example:
Device(config-if)# ip wccp web-cache redirect in","Enables packet redirection on an outbound or inbound interface using WCCP. As indicated by the out and in keyword options, redirection can be specified for outbound interfaces or inbound interfaces."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring WCCP - Procedure","","Step 6","exit
Example:
Device(config-if)# exit","Exits interface configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring WCCP - Procedure","","Step 7","interface type number
Example:
Device(config)# interface GigabitEthernet 0/2/0","Targets an interface number on which to exclude traffic for redirection, and enters interface configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring WCCP - Procedure","","Step 8","ip wccp redirect exclude in
Example:
Device(config-if)# ip wccp redirect exclude in","(Optional) Excludes redirect traffic from the specified interface."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring Closed Services - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring Closed Services - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring Closed Services - Procedure","","Step 3","Enter one of the following commands: ip wccp [ vrf vrf-name ] service-number [ service-list service-access-list mode { open | closed }] ip wccp [ vrf vrf-name ] web-cache mode { open | closed }
Example:
Device(config)# ip wccp 90 service-list 120 mode closed or
Device(config)# ip wccp web-cache mode closed","Configures a dynamic WCCP service as closed or open. or Configures a web cache service as closed or open. Note When configuring the web cache service as a closed service, you cannot specify a service access list. Note When configuring a dynamic WCCP service as a closed service, you must specify a service access list."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring Closed Services - Procedure","","Step 4","ip wccp [ vrf vrf-name ] check services all
Example:
Device(config)# ip wccp check services all","(Optional) Enables a check of all the WCCP services. Use this command to configure WCCP to check the other configured services for a match and perform redirection for those services if appropriate. The caches to which packets are redirected can be controlled by the redirect ACL and not just the service description. Note The ip wccp check services all command is a global WCCP command that applies to all services and not associated with just a single service."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring Closed Services - Procedure","","Step 5","ip wccp { web-cache | service-number }
Example:
Device(config)# ip wccp 201","Specifies the WCCP service identifier. You can specify the standard web cache service or a dynamic service number from 0 to 255. The maximum number of services that can be specified is 256."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Configuring Closed Services - Procedure","","Step 6","exit
Example:
Device(config)# exit","Exits to privileged EXEC mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Registering a Device to a Multicast Address - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Registering a Device to a Multicast Address - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Registering a Device to a Multicast Address - Procedure","","Step 3","ip multicast-routing [ vrf vrf-name ] [ distributed ]
Example:
Device(config)# ip multicast-routing","Enables IP multicast routing."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Registering a Device to a Multicast Address - Procedure","","Step 4","ip wccp [ vrf vrf-name ] { web-cache | service-number } group-address multicast-address
Example:
Device(config)# ip wccp 99 group-address 239.1.1.1","Specifies the multicast address for the service group."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Registering a Device to a Multicast Address - Procedure","","Step 5","interface type number
Example:
Device(config)# interface ethernet 0/0","Enables the interfaces for which the web cache service will run, and enters interface configuration mode. These interfaces connect to the content engines to receive multicast transmissions."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Registering a Device to a Multicast Address - Procedure","","Step 6","ip pim { sparse-mode | sparse-dense-mode | dense-mode [ proxy-register { list access-list | route-map map-name }]}
Example:
Device(config-if)# ip pim dense-mode","(Optional) Enables Protocol Independent Multicast (PIM) on an interface. Note To ensure correct operation of the ip wccp group-listen command on the Catalyst 9000 Series switches, enter the ip pim command in addition to the ip wccp group-listen command."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Registering a Device to a Multicast Address - Procedure","","Step 7","ip wccp [ vrf vrf-name ] { web-cache | service-number } group-listen
Example:
Device(config-if)# ip wccp 99 group-listen","Configures an interface to enable or disable the reception of IP multicast packets for WCCP."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 3","access-list access-list-number remark remark
Example:
Device(config)# access-list 1 remark Give access to user1","(Optional) Adds a user-friendly comment about an access list entry. A remark of up to 100 characters can precede or follow an access list entry."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 4","access-list access-list-number permit { source [ source-wildcard ] | any } [ log ]
Example:
Device(config)# access-list 1 permit 172.16.5.22 0.0.0.0","Creates an access list that enables or disables traffic redirection to the cache engine and permits the specified source based on a source address and wildcard mask. Every access list needs at least one permit statement; it does not need to be the first entry. Standard IP access lists are numbered 1 to 99 or 1300 to 1999. If the source-wildcard is omitted, a wildcard mask of 0.0.0.0 is assumed, which means a match on all bits of the source address. The keyword any can be used as a substitute for source source-wildcard to specify the source and source wildcard of 0.0.0.0 255.255.255.255. In this example, host 172.16.5.22 is allowed to pass the access list."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 5","access-list access-list-number remark remark
Example:
Device(config)# access-list 1 remark Give access to user1","(Optional) Adds a user-friendly comment about an access list entry. A remark of up to 100 characters can precede or follow an access list entry."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 6","access-list access-list-number deny { source [ source-wildcard ] | any } | [ log ]
Example:
Device(config)# access-list 1 deny 172.16.7.34 0.0.0.0","Denies the specified source based on a source address and wildcard mask. If the source-wildcard is omitted, a wildcard mask of 0.0.0.0 is assumed, which means a match on all bits of the source address. The keyword any can be used as a substitute for the source source-wildcard to specify the source and source wildcard of 0.0.0.0 255.255.255.255. In this example, host 172.16.7.34 cannot pass the access list."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 7","Repeat combinations of Step 3 through Step 6 until you have specified the sources on which you want to base your access list.","Remember that all the sources that are not specifically permitted are denied by an implicit deny statement at the end of the access list."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 8","ip wccp [ vrf vrf-name ] web-cache group-list access-list
Example:
Device(config) ip wccp web-cache group-list 1","Indicates to the device about which IP addresses of content engines should be accepted from."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Using Access Lists for a WCCP Service Group - Procedure","","Step 9","ip wccp [ vrf vrf-name ] web-cache redirect-list access-list
Example:
Device(config)# ip wccp web-cache redirect-list 1","(Optional) Disables caching for certain clients."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Enabling the WCCP Outbound ACL Check - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Enabling the WCCP Outbound ACL Check - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Enabling the WCCP Outbound ACL Check - Procedure","","Step 3","ip wccp [ vrf vrf-name ] { web-cache | service-number } [ group-address multicast-address ] [ redirect-list access-list ] [ group-list access-list ] [ password password ]
Example:
Device(config)# ip wccp web-cache","Enables support for a Cisco content engine service group, or any content engine service group and configures a redirect ACL list or group ACL. Note The web-cache keyword is for WCCP Version 1 and Version 2 and the service-number argument is for WCCP Version 2 only."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Enabling the WCCP Outbound ACL Check - Procedure","","Step 4","ip wccp check acl outbound
Example:
Device(config)# ip wccp check acl outbound","Checks the access control list (ACL) for egress interfaces in the context of packets redirected by WCCP."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Enabling the WCCP Outbound ACL Check - Procedure","","Step 5","exit
Example:
Device(config)# exit","Exits global configuration."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Verifying and Monitoring WCCP Configuration Settings - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Verifying and Monitoring WCCP Configuration Settings - Procedure","","Step 2","show ip wccp [ web-cache | service-number ] [ detail view ]
Example:
Device# show ip wccp 24 detail","Displays global information related to WCCP, including the protocol version running, the number of content engines in the router service group, which content engine group is allowed to connect to the router, and which access list is being used. service-number —(Optional) Dynamic number of the web-cache service group being controlled by the content engine. The range is from 0 to 99. For web caches that use Cisco Content Engines, the reverse proxy service is indicated by a value of 99. web-cache —(Optional) statistics for the web-cache service. detail —(Optional) other members of a particular service group or web cache that have or have not been detected. view —(Optional) information about a router or all web caches."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Verifying and Monitoring WCCP Configuration Settings - Procedure","","Step 3","show ip interface
Example:
Device# show ip interface","Displays status about whether any ip wccp redirection commands are configured on an interface; for example, “Web Cache Redirect is enabled / disabled.”"
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring WCCP","Verifying and Monitoring WCCP Configuration Settings - Procedure","","Step 4","more system:running-config
Example:
Device# more system:running-config","(Optional) Displays contents of the running configuration file (equivalent to the show running-config command)."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password if prompted."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 3","track object-number interface interface-id line-protocol
Example:
Device(config)# track 33 interface gigabitethernet 1/0/1 line-protocol","(Optional) Creates a tracking list to track the line-protocol state of an interface and enter tracking configuration mode. The object-number identifies the tracked object and can be from 1 to 500. The interface interface-id is the interface being tracked."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 4","delay { object-number up seconds [ down seconds ] | [ up seconds ] down seconds }","(Optional) Specifies a period of time in seconds to delay communicating state changes of a tracked object. The range is from 1 to 180 seconds."
"IP Addressing Services Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Enhanced Object Tracking","Configuring Tracking for Line State Protocol or IP Routing State on an Interface - Procedure","","Step 5","exit","Returns to global configuration mode."
