model_name,predictions
Zephyr-7B,"Example 1: Single device, interface configuration
Requirement: Set the description 'Link to SW1' on R1's interface connecting to SW1.
Configuration:
R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# description Link to SW1
R1(config-if)# end

Example 2: Single device, routing
Requirement: Configure a static route on R4 to reach the 10.0.23.0/24 network via R2.
Configuration:
R4# configure terminal
R4(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.1
R4(config)# end

Example 3: Single device, named ACL with explicit permit at the end
Requirement: Configure an extended ACL on R2 to deny UDP traffic from 10.0.12.0/24 to any destination on port 161.
Configuration:
R2# configure terminal
R2(config)# ip access-list extended DENY_SNMP
R2(config-ext-nacl)# deny udp 10.0.12.0 0.0.0.255 any eq 161
R2(config-ext-nacl)# permit ip any any
R2(config-ext-nacl)# end

Example 4: Multiple devices, symmetric configuration
Requirement: Set the MTU to 1400 on both ends of the link between R1 and R2.
Configuration:
R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# mtu 1400
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# mtu 1400
R2(config-if)# end

Example 5: Multiple devices, same command on each
Requirement: Configure NTP server 10.0.1.1 on R1,"
Zephyr-7B,"R2# configure terminal
R2(config)# logging host 10.0.12.1
R2(config)# no logging console
R2(config)# end

R3# configure terminal
R3(config)# logging host 10.0.12.1
R3(config)# no logging console
R3(config)# end

R4# configure terminal
R4(config)# logging host 10.0.12.1
R4(config)# no logging console
R4(config)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Example 7 — Multiple devices, different commands on each:"
Zephyr-7B,"R2# configure terminal
R2(config)# ntp server 10.0.1.1
R2(config)# end

R3# configure terminal
R3(config)# ntp server 10.0.1.1
R3(config)# end

R4# configure terminal
R4(config)# ntp server 10.0.1.1
R4(config)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Example 7 — Multiple devices, different commands with wildcard masks:
Requirement: Configure an ACL on R1 to deny all traffic from the 10.0.12.0/"
Zephyr-7B,"R1# configure terminal
R1(config)# no ip proxy-arp
R1(config)# interface Ethernet0/0
R1(config-if)# no ip proxy-arp
R1(config-if)# interface Ethernet0/1
R1(config-if)# no ip proxy-arp
R1(config-if)# interface Ethernet0/2
R1(config-if)# no ip proxy-arp
R1(config-if)# end

R3# configure terminal
R3(config)# no ip proxy-arp
R3(config)# interface Ethernet0/0
R3(config-if)# no ip proxy-arp
R3(config-if)# interface Ethernet0/1
R3(config-if)# no ip proxy-arp
R3(config-if)# interface Ethernet0/2
R3(config-if)# no ip proxy-arp
R3(config-if)# end

Example 6 — Multiple devices, different commands on each:
Requirement: Configure OSPF on R1 and R2 with area 0, cost 64 on R1's interface to R2, and cost 100 on R2's interface to R1.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.0.0 0.255.255.255 area 0
R1(config-router)# interface Ethernet0/1
R1(config-if)# ip ospf cost 64
R1(config-if)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.0.0 0.255.255.255 area 0
R2(config-router)# interface Ethernet0/0
R2(config-if)# ip ospf cost 100
R2(config-if)# end

Example 7 — Multiple devices, OSPF network"
Zephyr-7B,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# mtu 1400
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# mtu 1400
R3(config-if)# end

Example 6 — Multiple devices, OSPF configuration:
Requirement: Configure OSPF on R1, R2, and R3 with area 0. Use wildcard masks for network statements.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.0.0 0.255.255.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Example 7 — Multiple devices, VLAN configuration:
Requirement: Create VLAN 20 on R1 and R2, and assign it to the trunk link between them.
Configuration:
R1# configure terminal
R1(config)# vlan 20
R1(config-vlan)# name VLAN_20
R1(config-vlan)# exit
R1(config)# interface Ethernet0/24
R1(config-if)#"
Zephyr-7B,"Example 6:

R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# bandwidth 2000
R1(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# bandwidth 2000
R4(config-if)# end


Requirement:
Configure OSPF on R1, R2, R3, and R4 with area 0 and network statements for all connected networks.

Configuration:

R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

R4# configure terminal
R4(config)# router ospf 1"
Zephyr-7B,"Example 6:
Requirement: Configure OSPF on R1 with area 0 and network statements for all connected networks.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

Example 7:
Requirement: Configure VLAN 20 on SW1 and SW2, and assign ports Fa0/2 and Fa0/23 on SW1 to VLAN 20.
Configuration:
SW1# configure terminal
SW1(config)# vlan 20
SW1(config-vlan)# name VLAN_20
SW1(config-vlan)# exit
SW1(config)# interface FastEthernet0/2
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 20
SW1(config-if)# end
SW1(config)# interface FastEthernet0/23
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 20
SW1(config-if)# end

SW2# configure terminal
SW2(config)# vlan 20
SW2(config-vlan)# name VLAN_20
SW2(config-vlan)# exit

Example 8:
Requirement: Configure a static route on R2 to reach the 10.0.34.0/24 network via R3.
Configuration:
R2# configure terminal
R2(config)# ip route 10.0.34.0 255.255.255.0 10.0.24.2
R2(config)# end

Example"
Zephyr-7B,"Example 6:

R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# shutdown
R2(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/1
R4(config-if)# shutdown
R4(config-if)# end

Example 7:

Requirement: Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.

Configuration:

R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Example 8:

Requirement: Configure a VLAN 20 on SW1 and SW2, and assign the"
Zephyr-7B,"R1# configure terminal
R1(config)# interface Loopback0
R1(config-if)# ip address 11.11.11.11 255.255.255.254
R1(config-if)# end

R2# configure terminal
R2(config)# interface Loopback0
R2(config-if)# ip address 22.22.22.22 255.255.255.254
R2(config-if)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1 and R2 with area 0, network statements for all connected interfaces, and a router ID of 1.1.1.1 on R1 and 2.2.2.2 on R2.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# router-id 1.1.1.1
R1(config-router)# area 0 range 10.0.1.0 255.255.255.0
R1(config-router)# network 10.0.1.1 0.0.0.0 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# router-id 2.2.2.2
R2(config-router)# area 0 range 10.0.23.0 255.255.255.0
R2(config-router)# network 10.0.23.1 0.0.0.0 area 0
R2(config-router)# network 10.0."
Zephyr-7B,"SW1# configure terminal
SW1(config)# spanning-tree mode rapid-pvst
SW1(config)# spanning-tree vlan 10 root primary
SW1(config)# exit
SW2# configure terminal
SW2(config)# spanning-tree mode rapid-pvst
SW2(config)# spanning-tree vlan 30 root primary
SW2(config)# exit

Requirement:
Configure R1, R2, R3, and R4 with OSPF process ID 100 and enable OSPF on all interfaces except for the ones connected to SW1 and SW2.

Configuration:
R1# configure terminal
R1(config)# router ospf 100
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# network 10.0.23.0 0.0.0.255 area 0
R1(config-router)# exit

R2# configure terminal
R2(config)# router ospf 100
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# exit

R3# configure terminal
R3(config)# router ospf 100
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# network 10"
Zephyr-7B,"SW1# configure terminal
SW1(config)# interface FastEthernet0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10
SW1(config-if)# no switchport trunk allowed vlan 20
SW1(config-if)# switchport trunk native vlan 10
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface FastEthernet0/24
SW2(config-if)# switchport mode trunk
SW2(config-if)# switchport trunk allowed vlan 30
SW2(config-if)# no switchport trunk allowed vlan 40
SW2(config-if)# switchport trunk native vlan 30
SW2(config-if)# end

NO_CODE

Requirement:
Configure OSPF on R1, R2, and R3 with network statements for their respective LANs and a wildcard mask of 0.0.0.255. Configure R4 as an OSPF area border router (ABR) with network statements for its connected LANs and a wildcard mask of 0.0.0.255. Configure R4 to summarize the 10.0.23.0/24 network to the 10.0.24.0/24 network.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router osp"
Zephyr-7B,"SW1# configure terminal
SW1(config)# interface Vlan10
SW1(config-if)# ip address 10.0.1.2 255.255.255.0
SW1(config-if)# name VLAN10
SW1(config-if)# exit
SW1(config)# interface Vlan20
SW1(config-if)# shutdown
SW1(config-if)# exit
SW1(config)# interface GigabitEthernet0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10, 20
SW1(config-if)# exit
SW1(config)# interface GigabitEthernet0/25
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 10
SW1(config-if)# exit
SW1(config)# interface GigabitEthernet0/26
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 20
SW1(config-if)# exit
SW1(config)# interface GigabitEthernet0/27
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10, 20
SW1(config-if)# exit
SW1(config)# interface GigabitEthernet0/28
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 10
SW1(config-if)# exit
SW1(config)# interface GigabitEthernet0/29
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 20
SW1(config-if)# exit
SW1(config)# interface GigabitEthernet0/30
SW1(config-if)# switchport mode access
SW1(config-if)"
Zephyr-7B,"SW1# configure terminal
SW1(config)# interface FastEthernet0/1
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 10
SW1(config-if)# spanning-tree portfast
SW1(config-if)# spanning-tree bpduguard enable
SW1(config-if)# port-security maximum 1
SW1(config-if)# port-security violation shutdown
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface FastEthernet0/1
SW2(config-if)# switchport mode access
SW2(config-if)# switchport access vlan 30
SW2(config-if)# spanning-tree portfast
SW2(config-if)# spanning-tree bpduguard enable
SW2(config-if)# port-security maximum 1
SW2(config-if)# port-security violation shutdown
SW2(config-if)# end

NO_CODE (if the requirement cannot be implemented with the given topology)

Example 1:
R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# description Link to SW1
R1(config-if)# end

Example 2:
R4# configure terminal
R4(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.1
R4(config)# end

Example 3:
R2# configure terminal
R2(config)# ip access-list extended DENY_SNMP
R2(config-ext-nacl)# deny udp 10.0.12.0 0.0.0.255 any eq 161
R2(config-ext-nacl)# permit ip any any
R2(config-ext-nacl)# end

Example 4:
R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if"
Zephyr-7B,"Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1 and R2 with area 0, network statements for their respective loopback interfaces, and a wildcard mask of 0.0.0.255 for the network statements.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 192.168.1.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 192.168.12.0 0.0.0.255 area 0
R2(config-router)# end

Example 7 — Multiple devices, different commands:
Requirement: Configure ACLs on R1 and R2 to deny ICMP traffic from the 10.0.12.0/24 network to any destination, and permit all other traffic.
Configuration:
R1# configure terminal
R1(config)# access-list 101 deny icmp any 10.0.12.0 0.0.0.255
R1(config)# access-list 101 permit ip any any
R1(config)# end

R2# configure terminal
R2(config)# access-list 101 deny icmp any 10.0.12.0 0.0.0.255
R2(config)# access-list 101 permit ip any any
R2(config)# end

Example 8 — Multiple devices, different commands:
Requirement: Configure NTP on R1, R2, and R3 with server 10.0.1.1, and synchronize the clock with"
Zephyr-7B,"Example 6: Multiple devices, different commands on each
Requirement: Configure OSPF on R1 and R2 with network statements for their respective LANs and a wildcard mask of 0.0.0.255. Configure R3 as an OSPF area border router (ABR) with network statements for its LANs and a wildcard mask of 0.0.0.31. Configure R4 as an OSPF internal router (IR) with network statements for its LANs and a wildcard mask of 0.0.0.15.
Configuration:

R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.31 area 1
R3(config-router)# area 1 range 10.0.24.0 255.255.255.0
R3(config-router)# end

R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# network 10.0.14.0 0.0.0.15 area 0
R4(config-router)# end

Example 7: Multiple devices, VLAN configuration
Requirement: Configure VLAN 20 on SW1 and SW2, and assign ports Fa0/25 and Fa0/26 on SW1 and Fa0/13 and Fa0/14 on SW2 to VLAN 20.
Configuration:

SW1# configure terminal
SW1(config)# vlan 20"
Zephyr-7B,"=== RULES ===
- Output ONLY Cisco IOS commands. No explanations, comments, or markdown.
- Use ONLY interfaces, IPs, VLANs, and technologies defined in the topology.
- Apply configuration to the correct device.
- Each device block must start with `configure terminal` and end with `end`.
- When configuring multiple devices, output each device block separately in order.
- Use wildcard masks for OSPF and ACLs. Use dotted-decimal subnet masks for `ip address`.
- Use next-hop IP addresses for static routes.
- If the requirement cannot be implemented with the given topology, output exactly: NO_CODE

=== EXAMPLES ===

Example 1 — Single device, interface configuration:
Requirement: Set the description 'Link to SW1' on R1's interface connecting to SW1.
Configuration:
R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# description Link to SW1
R1(config-if)# end

Example 2 — Single device, routing:
Requirement: Configure a static route on R4 to reach the 10.0.23.0/24 network via R2.
Configuration:
R4# configure terminal
R4(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.1
R4(config)# end

Example 3 — Single device, named ACL with explicit permit at the end:
Requirement: Configure an extended ACL on R2 to deny UDP traffic from 10.0.12.0/24 to any destination on port 161.
Configuration:
R2# configure terminal
R2(config)# ip access-list extended DENY_SNMP
R2(config-ext-nacl)# deny udp 10.0.12.0 0.0.0.255 any eq 161
R2(config-ext-nacl)# permit ip any any
R2(config-ext-nacl)# end

Example 4 —"
Zephyr-7B,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

Requirement:
Configure the R2-R3 link: assign IPs on both ends and enable the interfaces.

Configuration:
R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip address 10.0.23.1 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.23.2 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# end

Requirement:
Configure the R3-R4 link: assign IPs on both ends and enable the interfaces.

Configuration:
R3# configure terminal
R3(config)# interface Ethernet0/1
R3(config-if)# ip address 10.0.24.1 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# ip address 10.0.24.2 255.255.255.0
R4(config-"
Zephyr-7B,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip address 10.0.23.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# ip address 10.0.24.2 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# end

Example 6 — Multiple devices, OSPF configuration:
Requirement: Configure OSPF on R1, R2, and R3 with area 0. Use wildcard masks for network statements.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.0.0 0.255.255.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Example 7 — Multiple devices, VLAN configuration:
Requirement: Create VLAN 20 on R1 and R3, and assign the SW1 Fa0/24 trunk port to VLANs 10 and"
Zephyr-7B,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# exit
R1(config)# interface Ethernet0/2
R1(config-if)# ip address 10.0.14.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# exit
R1(config)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# exit
R2(config)# interface Ethernet0/1
R2(config-if)# ip address 10.0.23.1 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# exit
R2(config)# interface Ethernet0/2
R2(config-if)# ip address 10.0.24.1 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# exit
R2(config)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# ip address 10.0.14.2 255.255.255.0
R4(config-if)# no shutdown
R4(config-if)# exit
R4(config)# interface Ethernet0/1
R4(config-if)# ip address 10.0.24.2 255.255.255.0
R"
Zephyr-7B,"Example 1: Hostname and enable secret configuration for R1
R1# configure terminal
R1(config)# hostname Router-R1
R1(config)# enable secret sec1
R1(config)# end

Example 2: Hostname and enable secret configuration for R2
R2# configure terminal
R2(config)# hostname Router-R2
R2(config)# enable secret sec2
R2(config)# end

Example 3: Hostname and enable secret configuration for R3
R3# configure terminal
R3(config)# hostname Router-R3
R3(config)# enable secret sec3
R3(config)# end

Example 4: Hostname and enable secret configuration for R4
R4# configure terminal
R4(config)# hostname Router-R4
R4(config)# enable secret sec4
R4(config)# end

Example 5: Configure OSPF on R1 and R2 with wildcard masks
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# end

Example 6: Configure ACL on R2 to deny SSH traffic from 10.0.12.0/24
R2# configure terminal
R2(config)# access-list 100 deny tcp 10.0.12.0 0.0.0.255 host 10.0.12.1 eq 22
R2(config)# access-list 100 permit ip any any
R2(config)# interface Ethernet0/"
Zephyr-7B,"R1# configure terminal
R1(config)# ntp server 10.0.1.1
R1(config)# ntp authentication-key 1 md5 secretkey
R1(config)# ntp authentication-trust manual
R1(config)# ntp clock-periodic auto
R1(config)# ntp drift-file C:/ntpdrift
R1(config)# ntp source Loopback0
R1(config)# ntp timezone UTC 0
R1(config)# end

R2# configure terminal
R2(config)# ntp server 10.0.1.1
R2(config)# ntp authentication-key 1 md5 secretkey
R2(config)# ntp authentication-trust manual
R2(config)# ntp clock-periodic auto
R2(config)# ntp drift-file C:/ntpdrift
R2(config)# ntp source Loopback0
R2(config)# ntp timezone UTC 0
R2(config)# end

R3# configure terminal
R3(config)# ntp server 10.0.1.1
R3(config)# ntp authentication-key 1 md5 secretkey
R3(config)# ntp authentication-trust manual
R3(config)# ntp clock-periodic auto
R3(config)# ntp drift-file C:/ntpdrift
R3(config)# ntp source Loopback0
R3(config)# ntp timezone UTC 0
R3(config)# end

R4# configure terminal
R4(config)# ntp server 10.0.1.1
R4(config)# ntp authentication-key 1 md5 secretkey
R4(config)# ntp authentication-trust manual
R4(config)# ntp clock-periodic auto
R4(config)# ntp drift-file C:/ntpdrift
R4(config)# ntp source Loopback0
R4(config)# ntp timezone UTC 0
R4(config)# end

Example 6 —"
Zephyr-7B,"Example 6: Multiple devices, OSPF configuration
Requirement: Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.
Configuration:

R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.255.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# network 10.0.2.0 0.0.0.255 area 0
R3(config-router)# end

Example 7: Multiple devices, VLAN configuration
Requirement: Create VLAN 50 on R1, R2, and R3 and assign ports Fa0/1 on SW1 and SW2 to VLAN 50.
Configuration:

R1# configure terminal
R1(config)# vlan 50
R1("
Zephyr-7B,"R2# configure terminal
R2(config)# no ip dhcp pool CORP
R2(config)# no ip dhcp excluded-address 10.0.12.1 10.0.12.254
R2(config)# no ip dhcp server
R2(config)# end

R4# configure terminal
R4(config)# no ip dhcp pool CORP
R4(config)# no ip dhcp excluded-address 10.0.14.1 10.0.14.254
R4(config)# no ip dhcp server
R4(config)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1, R2, and R3 with network statements for their respective LANs and a wildcard mask of 0.0.0.255.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.24.0 0.0.0.255 area 0
R3(config-router)# end

Example 7"
Zephyr-7B,"Example 1:
R1# configure terminal
R1(config)# write memory
R1(config)# end

R2# configure terminal
R2(config)# write memory
R2(config)# end

R3# configure terminal
R3(config)# write memory
R3(config)# end

R4# configure terminal
R4(config)# write memory
R4(config)# end

Example 2:
R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.23.2 255.255.255.0
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# ip address 10.0.14.2 255.255.255.0
R4(config-if)# end

Example 3:
R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# end

R2# configure terminal
R2(config)# access-list 100 deny udp 10.0.12.0 0.0.0.255 any eq 161
R2(config)# access-list 100 permit ip any any
R2(config)"
